en,fr,it,de,es,ko,kana
This Pokémon inflicts damage with its rough skin to the attacker on contact.,Blesse l’attaquant lorsque le Pokémon subit une attaque directe.,"Se il Pokémon è colpito da un attacco diretto, grazie alla sua pelle ruvida infligge danni a sua volta.",Angreifer werden durch die raue Haut des Pokémon bei direkten Attacken verletzt.,Hiere con su piel áspera al rival que lo ataque con un movimiento de contacto.,공격을 받았을 때 자신에게 접촉한 상대를 까칠까칠한 피부로 상처를 입힌다.,こうげきを　うけたとき じぶんに　ふれた　あいてを ざらざらの　はだで　キズつける。
Its mysterious power only lets supereffective moves hit the Pokémon.,"Une puissance mystérieuse protège le Pokémon contre toutes les capacités, sauf celles « super efficaces ».",Un potere misterioso protegge il Pokémon e lo rende vulnerabile solo alle mosse superefficaci.,"Wundersame Kräfte bewirken, dass nur sehr effektive Treffer bei ihm Schaden anrichten.","Gracias a un poder misterioso, solo le hacen daño los movimientos supereficaces.",효과가 굉장한 기술만 맞는 불가사의한 힘.,こうかばつぐんの　わざしか あたらない　ふしぎな　ちから。
"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Le Pokémon flotte, ce qui l’immunise contre les capacités de type Sol.",La capacità di levitare senza toccare il suolo conferisce immunità agli attacchi di tipo Terra.,Verleiht volle Immunität gegen alle Boden-Attacken durch Schwebezustand.,Su capacidad de flotar sobre el suelo le proporciona inmunidad frente a los movimientos de tipo Tierra.,땅에서 뜨는 것으로 땅타입의 기술을 받지 않는다.,じめんから　うくことによって じめんタイプの　わざを　うけない。
"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.","Peut paralyser, empoisonner ou endormir l’attaquant lorsque le Pokémon subit une attaque directe.","Può causare avvelenamento, paralisi o sonno a chi manda a segno un attacco diretto.","Wird dieses Pokémon durch eine direkte Attacke angegriffen, kann das beim Gegner Paralyse, Vergiftung oder Schlaf auslösen.","Puede dormir, envenenar o paralizar al Pokémon con el que entre en contacto al recibir un ataque.","공격으로 자신에게 접촉한 상대를 독이나 마비, 잠듦 상태로 만들 때가 있다.",こうげきで　じぶんに　ふれた　あいてを どくや　まひや　ねむり　じょうたいに する　ことがある。　
"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.","Quand le Pokémon est brûlé, paralysé ou empoisonné par un autre Pokémon, il partage ce statut avec celui-ci.","Se un nemico avvelena, paralizza o scotta un Pokémon con questa abilità, viene affetto dallo stesso stato.","Erleidet das Pokémon Verbrennungen, Vergiftungen oder Paralyse, ereilt das jeweilige Statusproblem auch den Verursacher.","Contagia el envenenamiento, las quemaduras o la parálisis al Pokémon que le cause ese estado.","자신이 걸린 독이나 마비, 화상을 상대에게 옮긴다.",じぶんが　なってしまった どくや　まひや　やけどを あいてに　うつす。
Prevents other Pokémon’s moves or Abilities from lowering the Pokémon’s stats.,Empêche les stats du Pokémon de baisser à cause d’une capacité ou d’un talent.,Rende immuni alla diminuzione delle statistiche causata da abilità o mosse di altri Pokémon.,Verhindert das Senken der Statuswerte durch Attacken und Fähigkeiten von Angreifern.,Evita que bajen sus características a causa de movimientos o habilidades de otros Pokémon.,상대 기술이나 특성으로 능력을 떨어뜨릴 수 없다.,あいての　わざや　とくせいで のうりょくを　さげられない。
All status conditions heal when the Pokémon switches out.,Le Pokémon soigne ses altérations de statut en quittant le combat.,Cura i problemi di stato quando il Pokémon viene sostituito.,"Wird das Pokémon ausgewechselt, werden seine Statusprobleme geheilt.",Cura problemas de estado al cambiar de Pokémon.,지닌 포켓몬으로 돌아오면 상태 이상이 회복된다.,てもちに　ひっこむと じょうたい　いじょうが　なおる。
"The Pokémon draws in all Electric-type moves.  Instead of being hit by Electric-type moves,  it boosts its Sp. Atk.","Le Pokémon détourne sur lui les capacités de type Électrik et les neutralise, tout en montant son Attaque Spéciale.",Attira e neutralizza mosse di tipo Elettro e aumenta l’Attacco Speciale.,"Zieht Elektro-Attacken an. Statt durch diese Schaden zu nehmen, erhöht es den eigenen Spezial-Angriff.","Además de atraer y neutralizar los movimientos de tipo Eléctrico, sube el Ataque Especial.",전기타입의 기술을 자신에게 끌어모아 데미지를 받지 않고 특수공격을 올린다.,でんきタイプの　わざを　じぶんに よせつけ　ダメージを　うけずに とくこうが　あがる。
Boosts the likelihood of additional effects occurring  when attacking.,Augmente les chances d’infliger des effets additionnels.,Gli effetti secondari delle mosse sono più probabili.,"Erhöht die Wahrscheinlichkeit, dass Zusatzeffekte von Attacken auftreten.",Aumenta la probabilidad de que los movimientos causen efectos secundarios.,하늘의 은총 덕분에 기술의 추가 효과가 나오기 쉽다.,てんのめぐみの　おかげで わざの　ついかこうかが　でやすい。
Boosts the Pokémon’s Speed stat in rain.,Augmente la Vitesse du Pokémon s’il pleut.,"Se piove, la Velocità aumenta.",Erhöht bei Regen die Initiative.,Sube la Velocidad cuando llueve.,비가 오는 날씨일 때 스피드가 올라간다.,てんきが　あめのとき すばやさが　あがる。
Boosts the Pokémon’s Speed stat in sunshine.,Augmente la Vitesse du Pokémon s’il y a du soleil.,"Se la luce del sole è intensa, la Velocità aumenta.",Erhöht bei Sonnenschein die Initiative.,Sube la Velocidad cuando hace sol.,날씨가 맑을 때 스피드가 올라간다.,てんきが　はれのとき すばやさが　あがる。
Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Émet une lumière spécifique qui facilite les rencontres avec les Pokémon sauvages.,"Illumina tutto intorno, rendendo più probabile incontrare Pokémon selvatici.","Erhellt die Umgebung und erhöht dadurch die Wahrscheinlichkeit, wilden Pokémon zu begegnen.",Aumenta la probabilidad de encontrar Pokémon al aumentar la visibilidad del entorno.,주변을 밝게 하는 것으로 야생 포켓몬과 만나기 쉬워진다.,あたりを　あかるくする　ことで やせいの　ポケモンに そうぐう　しやすくなる。
"When it enters a battle, the Pokémon copies an opposing Pokémon’s Ability.","Lorsque le Pokémon entre au combat, il calque le talent d’un ennemi pour remplacer le sien.","Quando il Pokémon entra in campo, copia l’abilità di un nemico.",Kopiert bei Kampfantritt die Fähigkeit eines Gegners.,Al entrar en combate copia la habilidad del rival.,등장했을 때 상대의 특성을 트레이스해서 같은 특성이 된다.,とうじょう　したとき あいての　とくせいを　トレースして おなじ　とくせいに　なる。
Doubles the Pokémon’s Attack stat.,Double l’Attaque du Pokémon.,L’Attacco del Pokémon raddoppia.,Verdoppelt die Stärke von physischen Attacken.,Duplica la potencia de los ataques físicos.,물리공격의 위력이 2배가 된다.,ぶつり　こうげきの いりょくが　２ばいに　なる。
Contact with the Pokémon may poison the attacker.,Peut empoisonner l’attaquant lorsque le Pokémon subit une attaque directe.,Può avvelenare chi manda a segno un attacco diretto.,Vergiftet den Angreifer bei Berührung eventuell.,Puede envenenar al mínimo contacto.,자신과 접촉한 상대를 독 상태로 만들 때가 있다.,じぶんに　さわった　あいてを どく　じょうたいに　する　ことがある。
"The Pokémon’s intensely focused, and that protects the Pokémon from flinching.",Le Pokémon a un mental à toute épreuve qui empêche les capacités ennemies de lui faire peur.,La capacità di concentrazione del Pokémon evita che tentenni per gli attacchi del nemico.,Verhindert durch erhöhte Konzentrationsfähigkeit Zurückschrecken.,"Gracias a su profunda concentración, no retrocede ante los ataques del rival.",단련한 정신으로 인하여 상대의 공격에 풀죽지 않는다.,きたえられた　せいしんに　よって あいての　こうげきに　ひるまない。
"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",Le magma qui recouvre le corps du Pokémon le protège contre le gel.,Il magma riveste il corpo del Pokémon impedendogli di venire congelato.,Dank eines Panzers aus Magma kann dieses Pokémon nicht eingefroren werden.,"Gracias al magma candente que lo envuelve, evita la congelación.",뜨거운 마그마를 몸에 둘러서 얼음 상태가 되지 않는다.,あつい　マグマを　みにまとい こおり　じょうたいに　ならない。
"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",Le voile qui recouvre le Pokémon le protège des brûlures.,Un velo d’acqua riveste il corpo del Pokémon impedendogli di venire scottato.,Verhindert durch eine Hülle aus Wasser Verbrennungen.,Evita las quemaduras gracias a la capa de agua que lo envuelve.,물의 베일을 몸에 둘러서 화상 상태가 되지 않는다.,みずのベールを　みにまとい やけど　じょうたいに　ならない。
Prevents Steel-type Pokémon from escaping using its magnetic force.,"Attire les Pokémon Acier grâce à un champ magnétique, ce qui les empêche de fuir.",La carica magnetica attrae i Pokémon di tipo Acciaio impedendone la fuga o la sostituzione.,Hindert Stahl-Pokémon durch Magnetismus an der Flucht.,Su magnetismo atrae a los Pokémon de tipo Acero y les impide huir.,강철타입의 포켓몬을 자력으로 끌어모아 도망칠 수 없게 한다.,はがねタイプの　ポケモンを じりょくで　ひきつけて にげられなくする。
Soundproofing of the Pokémon itself gives full  immunity to all sound-based moves.,Protège le Pokémon de toutes les capacités sonores.,Il Pokémon è dotato di una sorta di isolamento acustico che lo rende immune alle mosse basate sul suono.,Bietet durch Schalldämmung volle Immunität gegen alle Lärm-Attacken.,Su aislamiento acústico lo protege de movimientos que usan sonido.,소리를 차단하는 것으로 소리 공격을 받지 않는다.,おとを　しゃだん　することに　よって おとの　こうげきを　うけない。
The Pokémon gradually regains HP in rain.,Le Pokémon récupère progressivement des PV lorsqu’il pleut.,Il Pokémon recupera PS quando piove.,Stellt bei Regen langsam und stetig KP wieder her.,Recupera PS de forma gradual cuando llueve.,비가 오는 날씨일 때 조금씩 HP를 회복한다.,てんきが　あめのとき すこしずつ　ＨＰを　かいふくする。
The Pokémon summons a sandstorm when it enters a battle.,Le Pokémon invoque une tempête de sable quand il entre au combat.,"Quando il Pokémon entra in campo, scatena una tempesta di sabbia.",Erzeugt bei Kampfantritt Sandstürme.,Crea una tormenta de arena al entrar en combate.,등장했을 때 날씨를 모래바람으로 만든다.,とうじょう　したとき てんきを　すなあらしに　する。
"By putting pressure on the opposing Pokémon, it raises their PP usage.",Force l’ennemi à dépenser plus de PP.,"Mette pressione al nemico, facendogli consumare più PP.","Zwingt den Gegner dazu, beim Einsatz von Attacken mehr AP zu verbrauchen.",Presiona al rival para que sus PP se acaben antes.,프레셔를 줘서 상대가 쓰는 기술의 PP를 많이 줄인다.,プレッシャーを　あたえて あいての　つかう　わざの　ＰＰを おおく　へらす。
"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Le Pokémon est protégé par une épaisse couche de graisse qui diminue de moitié les dégâts qu’il subit des capacités de types Feu et Glace.,Il Pokémon è protetto da uno spesso strato di grasso che dimezza il danno causato da mosse di tipo Fuoco e Ghiaccio.,"Das Pokémon wird von einer dicken Fettschicht geschützt, was den durch Feuer- und Eis-Attacken erlittenen Schaden halbiert.","Gracias a la gruesa capa de grasa que lo protege, reduce a la mitad el daño recibido por ataques de tipo Fuego y Hielo.",두꺼운 지방으로 보호되고 있어 불꽃타입과 얼음타입의 기술의 데미지를 반감시킨다.,あつい　しぼうで　まもられているので ほのおタイプと　こおりタイプの わざの　ダメージを　はんげんさせる。
The Pokémon awakens twice as fast as other Pokémon from sleep.,Le Pokémon se réveille deux fois plus rapidement que les autres.,Il Pokémon impiega metà del tempo per risvegliarsi dal sonno rispetto agli altri.,"Wenn es eingeschlafen ist, kann es doppelt so schnell wieder aufwachen wie andere Pokémon.","Si el Pokémon se duerme, tardará la mitad de tiempo en despertarse.",잠듦 상태가 되어도 2배 스피드로 깨어날 수 있다.,ねむり　じょうたいに　なっても ２ばいの　はやさで めざめる　ことが　できる。
Contact with the Pokémon may burn the attacker.,Peut brûler l’attaquant lorsque le Pokémon subit une attaque directe.,"Al contatto subito, chi sferra l’attacco può venire scottato.",Fügt dem Angreifer bei Berührung eventuell Verbrennungen zu.,Puede quemar al mínimo contacto.,자신과 접촉한 상대를 화상 상태로 만들 때가 있다.,じぶんに　さわった　あいてを やけど　じょうたいに　する　ことがある。
Enables a sure getaway from wild Pokémon.,Permet de fuir n’importe quel Pokémon sauvage.,Garantisce la fuga dai Pokémon selvatici.,Die Flucht vor wilden Pokémon gelingt immer.,Permite escapar de todos los Pokémon salvajes.,야생 포켓몬으로부터 반드시 도망칠 수 있다.,やせいの　ポケモンから かならず　にげられる。
Keen eyes prevent other Pokémon from lowering this Pokémon’s accuracy.,Les yeux perçants du Pokémon empêchent sa Précision de baisser.,La vista acuta del Pokémon impedisce che la sua precisione diminuisca.,"Sein scharfer Blick hindert Angreifer daran, seine Genauigkeit zu senken.",La aguda vista de este Pokémon evita que disminuya su Precisión.,날카로운 눈 덕분에 명중률이 떨어지지 않는다.,するどい　めの　おかげで めいちゅうりつを　さげられない。
The Pokémon’s proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Le Pokémon est armé de lames tranchantes qui font sa fierté et empêchent son Attaque de baisser.,L’Attacco del Pokémon non può diminuire grazie alla morsa micidiale in cui è in grado di stringere i nemici.,"Hindert Angreifer durch mächtige Scheren daran, den Angriffs-Wert zu senken.",Evita que el rival le baje el Ataque.,힘이 자랑인 집게를 가지고 있어 상대가 공격을 떨어뜨리지 못한다.,ちからじまんの　ハサミを　もっているので あいてに　こうげきを　さげられない。
"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Permet parfois au Pokémon de ramasser les objets que ses ennemis ont utilisés. Il lui arrive aussi d’en trouver hors des combats.,Il Pokémon a volte trova lo strumento usato da un nemico durante la lotta. Permette di trovare degli strumenti anche durante l’avventura.,"Hebt gelegentlich von Gegnern benutzte Items auf. Dies geschieht nicht nur während Kämpfen, sondern auch unterwegs.","El Pokémon puede recoger objetos que el rival haya usado, o bien otros que encuentre en plena aventura.",상대가 사용한 도구를 주워올 때가 있다. 모험 중에도 주워온다.,あいての　つかった　どうぐを ひろってくることが　ある。 ぼうけんちゅうも　ひろってくる。
The Pokémon can’t use a move the following turn if it uses one.,"Lorsque le Pokémon utilise une capacité, il passe le tour suivant à paresser.","Quando il Pokémon usa una mossa, nel turno successivo si riposerà.",Das Pokémon muss nach Einsatz einer Attacke eine Runde lang aussetzen.,"Al ejecutar un movimiento, el Pokémon descansará en el turno siguiente.",기술을 사용하면 다음 턴은 쉰다.,わざを　だすと つぎの　ターンは　やすんでしまう。
"Boosts the Attack stat, but lowers accuracy.",Améliore l’Attaque du Pokémon mais diminue la Précision.,"Aumenta l’Attacco, ma diminuisce la precisione.","Erhöht den Angriffs-Wert, aber senkt die Genauigkeit.","Aumenta el Ataque, pero reduce la Precisión.",자신의 공격이 높아지지만 명중률이 떨어진다.,じぶんの　こうげきが　たかくなるが めいちゅうりつが　さがる。　
Contact with the Pokémon may cause infatuation.,Peut séduire l’attaquant lorsque le Pokémon subit une attaque directe.,Può causare infatuazione a chi manda a segno un attacco diretto.,"Wird dieses Pokémon durch eine direkte Attacke angegriffen, verliebt sich der Gegner in es.",Entrar en contacto con el Pokémon puede causar enamoramiento.,자신과 접촉한 상대를 헤롱헤롱 상태로 만들 때가 있다.,じぶんに　さわった　あいてを メロメロに　することが　ある。
Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,L’Attaque Spéciale du Pokémon augmente si un Pokémon allié a le talent Minus ou Plus.,Aumenta l’Attacco Speciale se ci sono alleati con l’abilità Meno o Più.,"Erhöht den Spezial-Angriff, wenn das Pokémon einen Mitstreiter mit der Fähigkeit Plus oder Minus hat.",Potencia el Ataque Especial si un Pokémon aliado tiene la habilidad Más o Menos.,플러스나 마이너스의 특성을 가진 포켓몬이 동료에 있으면 자신의 특수공격이 올라간다.,プラスか　マイナスの　とくせいを　もつ ポケモンが　なかまに　いると じぶんの　とくこうが　あがる。
Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,L’Attaque Spéciale du Pokémon augmente si un Pokémon allié a le talent Minus ou Plus.,Aumenta l’Attacco Speciale se ci sono alleati con l’abilità Meno o Più.,"Erhöht den Spezial-Angriff, wenn das Pokémon einen Mitstreiter mit der Fähigkeit Plus oder Minus hat.",Potencia el Ataque Especial si un Pokémon aliado tiene la habilidad Más o Menos.,플러스나 마이너스의 특성을 가진 포켓몬이 동료에 있으면 자신의 특수공격이 올라간다.,プラスか　マイナスの　とくせいを　もつ ポケモンが　なかまに　いると じぶんの　とくこうが　あがる。
"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.","Le Pokémon prend le type Eau, Feu ou Glace en fonction de la météo.","Cambia il tipo del Pokémon in Acqua, Fuoco o Ghiaccio in base alle condizioni atmosferiche.","Nimmt je nach Wetter entweder den Typ Wasser, Feuer oder Eis an.","Cambia a tipo Agua, Fuego o Hielo en función del tiempo atmosférico.","날씨의 영향을 받아 물타입, 불꽃타입, 얼음타입 중 하나로 변화한다.",てんきの　えいきょうを　うけて みずタイプ　ほのおタイプ　こおりタイプの どれかに　へんかする。
Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,"Les objets sont collés au corps gluant du Pokémon, ce qui empêche ses adversaires de les dérober.",Gli strumenti restano appiccicati al corpo adesivo del Pokémon e non possono essere rubati.,"Trägt es ein Item, bleibt dieses an seinem klebrigen Körper haften, wodurch Item-Diebstahl verhindert wird.",Protege al Pokémon del robo de objetos al quedarse pegados a su cuerpo.,점착질의 몸에 도구가 달라붙어 있어 상대에게 도구를 뺏기지 않는다.,ねんちゃくしつの　からだに どうぐが　くっついているため あいてに　どうぐを　うばわれない。
