en,fr,it,de,es,ko,kana
A somewhat different Poké Ball that becomes progressively more effective the more turns that are taken in battle.,Une Poké Ball un peu spéciale qui fonctionne de mieux en mieux à mesure que le combat s’éternise.,Poké Ball un po’ diversa che diventa progressivamente più efficace con il passare dei turni nella lotta.,"Ein Ball, der mit zunehmender Kampfdauer effektiver wird.",Una Poké Ball algo distinta que va mejorando su rendimiento con cada turno de combate.,턴 수가 길어지면 길어질수록 포켓몬을 잡기 쉬운 조금 특이한 볼.,ターンすうが　かかれば　かかるほど ポケモンが　つかまえやすくなる ちょっと　かわった　ボール。
A particularly comfortable Poké Ball that makes a wild Pokémon quickly grow friendlier after being caught.,Une Poké Ball pratique qui permet de gagner rapidement l’amitié d’un Pokémon sauvage attrapé.,Poké Ball graziosa che rende più affezionati i Pokémon selvatici catturati.,"Ein behaglicher Ball, der Pokémon veranlasst, sich nach dem Fang schneller mit dem Trainer anzufreunden.",Acogedora Poké Ball que hace más amistosos a los Pokémon salvajes capturados.,잡은 야생 포켓몬이 매우 친밀해지기 쉬운 편안한 볼.,つかまえた　やせいポケモンが とても　なつきやすくなる いごこちの　いい　ボール。
A somewhat rare Poké Ball that was made as a commemorative item used to celebrate an event of some sort.,Une Poké Ball assez rare qui fut créée pour un événement particulier.,Poké Ball poco comune realizzata appositamente per commemorare un particolare evento.,"Ein eher seltener Ball, der als Reminiszenz an irgendein Ereignis hergestellt wurde.",Es una Poké Ball algo singular que se creó para conmemorar algún acontecimiento.,무언가의 기념품으로 특별히 만들어진 조금 희귀한 볼.,なにかの　きねんの　しなとして とくべつに　つくられた ちょっと　めずらしい　ボール。
A somewhat different Poké Ball that makes it easier to catch wild Pokémon at night or in dark places like caves.,"Une Poké Ball efficace de nuit ou dans les endroits sombres, tels que les grottes.",Poké Ball un po’ diversa che rende più facile catturare Pokémon selvatici di notte o in luoghi bui come le grotte.,"Ein mysteriöser Ball, geeignet für Einsätze in der Nacht oder an dunklen Orten.",Es algo particular. Hace que sea más fácil capturar a los Pokémon salvajes por la noche o en lugares oscuros.,밤이나 동굴 등 어두운 곳에서 포켓몬을 잡기 쉬운 조금 특이한 볼.,よるや　どうくつなど　くらいところで ポケモンが　つかまえやすくなる ちょっと　かわった　ボール。
A remedial Poké Ball that restores the HP of a Pokémon caught with it and eliminates any status conditions.,Une Poké Ball de soin qui rend tous ses PV au Pokémon attrapé et qui soigne tous ses changements de statut.,Poké Ball curativa che ridà PS al Pokémon catturato e cura tutti i problemi di stato.,Ein wohltuender Ball. Er füllt alle KP des gefangenen Pokémon auf und behebt alle Statusprobleme.,Poké Ball curativa que restaura los PS y cura todos los problemas de estado de un Pokémon después de capturarlo.,잡은 포켓몬의 HP와 상태 이상을 회복시키는 조금 다정한 볼.,つかまえた　ポケモンの　ＨＰと じょうたい　いじょうを　かいふくする ちょっと　やさしい　ボール。
A somewhat different Poké Ball that has a more successful catch rate if used at the start of a wild encounter.,Une Poké Ball qui permet d’attraper un Pokémon sauvage plus facilement si on l’utilise au début du combat.,Poké Ball un po’ diversa che facilita la cattura di un Pokémon selvatico se usata all’inizio della lotta.,"Ein ungewöhnlicher Ball, der zu Beginn eines Kampfes am wirkungsvollsten ist.",Una Poké Ball algo distinta que potencia el índice de captura si se usa al inicio de un encuentro con Pokémon salvajes.,배틀이 시작되자마자 사용하면 잡기 쉬워지는 조금 특이한 볼.,せんとうが　はじまって　すぐに つかうと　つかまえやすくなる ちょっと　かわった　ボール。
A quite rare Poké Ball that has been crafted in order to commemorate a special occasion of some sort.,Une Poké Ball plutôt rare qui fut créée pour une occasion spéciale.,Poké Ball molto esclusiva creata per commemorare un evento speciale.,"Ein seltener Ball, der als Reminiszenz an irgendein Ereignis hergestellt wurde.",Es una Poké Ball bastante singular que se creó para conmemorar alguna ocasión especial.,무언가의 기념품으로 특별히 만들어진 상당히 진귀한 볼.,なにかの　きねんの　しなとして とくべつに　つくられた かなり　めずらしい　ボール。
A spray-type medicine for treating wounds. It can be used to restore 20 HP to an injured Pokémon.,Un spray qui soigne les blessures. Restaure 20 PV d’un Pokémon.,Rimedio spray per le ferite. Restituisce 20 PS a un Pokémon.,Hilft bei Wunden. Füllt die KP eines Pokémon um 20 Punkte auf.,Medicina en espray que cura heridas y restaura 20 PS a un Pokémon.,스프레이식의 상처약. 포켓몬 1마리의 HP를 20만큼 회복한다.,スプレーしきの　キズぐすり。 ポケモン　１ひきの　ＨＰを ２０だけ　かいふくする。
A spray-type medicine for poisoning. It can be used once to lift the effects of being poisoned from a Pokémon.,Un médicament sous forme de spray. Guérit un Pokémon empoisonné.,Rimedio spray. Cura un Pokémon dall’avvelenamento.,"Ein Spray, das Vergiftungen eines Pokémon heilt.",Medicina en espray que contrarresta los efectos del veneno en un Pokémon.,스프레이식의 약. 포켓몬 1마리의 독 상태를 회복한다.,スプレーしきの　くすり。 ポケモン　１ひきの　どくの じょうたいを　かいふくする。
A spray-type medicine for treating burns. It can be used once to heal a Pokémon suffering from a burn.,Un médicament sous forme de spray. Soigne les brûlures d’un Pokémon.,Rimedio spray. Cura un Pokémon dalla scottatura.,"Ein Spray, das Verbrennungen eines Pokémon heilt.",Medicina en espray que cura las quemaduras a un Pokémon.,스프레이식의 약. 포켓몬 1마리의 화상 상태를 회복한다.,スプレーしきの　くすり。 ポケモン　１ひきの　やけどの じょうたいを　かいふくする。
A spray-type medicine for freezing. It can be used once to defrost a Pokémon that has been frozen solid.,Un médicament sous forme de spray. Réchauffe un Pokémon gelé.,Rimedio spray. Cura un Pokémon dal congelamento.,"Ein Spray, das ein eingefrorenes Pokémon auftaut.",Medicina en espray que descongela a un Pokémon.,스프레이식의 약. 포켓몬 1마리의 얼음 상태를 회복한다.,スプレーしきの　くすり。 ポケモン　１ひきの　こおりの じょうたいを　かいふくする。
A spray-type medicine used against sleep. It can be used once to rouse a Pokémon from the clutches of sleep.,Un médicament sous forme de spray. Réveille un Pokémon endormi.,Rimedio spray. Sveglia un Pokémon addormentato.,"Ein Spray, das ein schlafendes Pokémon aufweckt.",Medicina en espray que libera a un Pokémon de las garras del sueño.,스프레이식의 약. 포켓몬 1마리의 잠듦 상태를 회복한다.,スプレーしきの　くすり。 ポケモン　１ひきの　ねむりの じょうたいを　かいふくする。
A spray-type medicine for paralysis. It can be used once to free a Pokémon that has been paralyzed.,Un médicament sous forme de spray. Soigne un Pokémon de la paralysie.,Rimedio spray. Cura un Pokémon dalla paralisi.,"Ein Spray, das ein Pokémon von Paralyse heilt.",Medicina en espray que cura a un Pokémon paralizado.,스프레이식의 약. 포켓몬 1마리의 마비 상태를 회복한다.,スプレーしきの　くすり。 ポケモン　１ひきの　まひの じょうたいを　かいふくする。
A medicine that can be used to fully restore the HP of a single Pokémon and heal any status conditions it has.,Un médicament qui restaure tous les PV d’un Pokémon et soigne tous ses problèmes de statut.,Rimedio che restituisce tutti i PS a un Pokémon e cura i suoi problemi di stato.,Dieses Item stellt alle KP eines Pokémon wieder her und behebt alle Statusprobleme.,Medicina que restaura todos los PS y cura todos los problemas de estado de un Pokémon.,포켓몬 1마리의 HP와 상태 이상을 모두 회복한다.,ポケモン　１ひきの　ＨＰと じょうたい　いじょうを　すべて かいふくする。
A spray-type medicine for treating wounds. It will completely restore the max HP of a single Pokémon.,Un spray qui soigne les blessures. Restaure tous les PV d’un Pokémon.,Rimedio spray per le ferite. Restituisce tutti i PS a un Pokémon.,Hilft bei Wunden. Füllt die KP eines Pokémon wieder vollständig auf.,Medicina en espray que cura heridas y restaura todos los PS de un Pokémon.,스프레이식의 상처약. 포켓몬 1마리의 HP를 모두 회복한다.,スプレーしきの　キズぐすり。 ポケモン　１ひきの　ＨＰを すべて　かいふくする。
A spray-type medicine for treating wounds. It can be used to restore 120 HP to an injured Pokémon.,Un spray qui soigne les blessures. Restaure 120 PV d’un Pokémon.,Rimedio spray per le ferite. Restituisce 120 PS a un Pokémon.,Hilft bei Wunden. Füllt die KP eines Pokémon um 120 Punkte auf.,Medicina en espray que cura heridas y restaura 120 PS de un Pokémon.,스프레이식의 상처약. 포켓몬 1마리의 HP를 120만큼 회복한다.,スプレーしきの　キズぐすり。 ポケモン　１ひきの　ＨＰを １２０だけ　かいふくする。
A spray-type medicine for treating wounds. It can be used to restore 60 HP to an injured Pokémon.,Un spray qui soigne les blessures. Restaure 60 PV d’un Pokémon.,Rimedio spray per le ferite. Restituisce 60 PS a un Pokémon.,Hilft bei Wunden. Füllt die KP eines Pokémon um 60 Punkte auf.,Medicina en espray que cura heridas y restaura 60 PS de un Pokémon.,스프레이식의 상처약. 포켓몬 1마리의 HP를 60만큼 회복한다.,スプレーしきの　キズぐすり。 ポケモン　１ひきの　ＨＰを ６０だけ　かいふくする。
A spray-type medicine that is broadly effective. It can be used once to heal all the status conditions of a Pokémon.,Un médicament sous forme de spray. Soigne tous les problèmes de statut d’un Pokémon.,Rimedio spray. Cura tutti i problemi di stato di un Pokémon.,"Ein Spray, das alle Statusprobleme eines Pokémon behebt.",Medicina en espray que cura todos los problemas de estado de un Pokémon.,스프레이식의 약. 포켓몬 1마리의 상태 이상을 모두 회복한다.,スプレーしきの　くすり。 ポケモン　１ひきの　じょうたいの いじょうを　すべて　かいふくする。
A medicine that can revive fainted Pokémon. It also restores half of a fainted Pokémon’s maximum HP.,Un médicament qui ranime un Pokémon K.O. et restaure la moitié de ses PV max.,Rimedio che rianima un Pokémon esausto e gli restituisce metà dei suoi PS massimi.,"Eine Medizin, die ein kampfunfähiges Pokémon wiederbelebt. Die Hälfte der maximalen KP wird wiederhergestellt.",Medicina que revive a un Pokémon debilitado y le devuelve la mitad de sus PS.,기절해 버린 포켓몬 1마리를 건강하게 하고 HP를 절반까지 회복한다.,ひんしに　なった　ポケモン １ひきを　げんきに　したうえで ＨＰを　はんぶんまで　かいふくする。
A medicine that can revive fainted Pokémon. It also fully restores a fainted Pokémon’s maximum HP.,Un médicament qui ranime un Pokémon K.O. et restaure tous ses PV.,Rimedio che rianima un Pokémon esausto restituendogli tutti i PS.,"Eine Medizin, die ein kampfunfähiges Pokémon wiederbelebt. Die KP werden vollständig wiederhergestellt.",Medicina que revive a un Pokémon debilitado y le devuelve todos sus PS.,기절해 버린 포켓몬 1마리를 건강하게 하고 HP를 모두 회복한다.,ひんしに　なった　ポケモン １ひきを　げんきに　したうえで ＨＰを　すべて　かいふくする。
"Water with a high mineral content. When consumed, it restores up to 30 HP to an injured Pokémon.",Une eau riche en minéraux. Restaure 30 PV d’un Pokémon.,Acqua ricca di sostanze minerali. Restituisce 30 PS a un Pokémon.,"Ein stilles Wasser mit hohem Mineralienanteil, das die KP eines Pokémon um 30 Punkte auffüllt.",Agua de alto contenido mineral que restaura 30 PS de un Pokémon.,미네랄이 가득한 물. 포켓몬 1마리의 HP를 30만큼 회복한다.,ミネラル　たっぷりの　みず。 ポケモン　１ひきの　ＨＰを ３０だけ　かいふくする。
"A highly carbonated soda drink. When consumed, it restores up to 50 HP to an injured Pokémon.",Une boisson pétillante. Restaure 50 PV d’un Pokémon.,Bevanda frizzante. Restituisce 50 PS a un Pokémon.,"Ein sprudelndes Mineralwasser, das die KP eines Pokémon um 50 Punkte auffüllt.",Chispeante bebida gaseosa que restaura 50 PS de un Pokémon.,싸하고 톡 쏘는 사이다. 포켓몬 1마리의 HP를 50만큼 회복한다.,シュワっと　はじける　ソーダ。 ポケモン　１ひきの　ＨＰを ５０だけ　かいふくする。
"A very sweet and refreshing drink. When consumed, it restores up to 70 HP to an injured Pokémon.",Une boisson très sucrée. Restaure 70 PV d’un Pokémon.,Bevanda molto dolce. Restituisce 70 PS a un Pokémon.,"Ein sehr süßes Getränk, das die KP eines Pokémon um 70 Punkte auffüllt.",Bebida muy dulce que restaura 70 PS de un Pokémon.,매우 달콤한 쥬스. 포켓몬 1마리의 HP를 70만큼 회복한다.,とても　あまい　ジュース。 ポケモン　１ひきの　ＨＰを ７０だけ　かいふくする。
"A bottle of highly nutritious milk. When consumed, it restores up to 100 HP to an injured Pokémon.",Un lait très nourrissant. Restaure 100 PV d’un Pokémon.,Latte ricco di sostanze nutrienti. Restituisce 100 PS a un Pokémon.,"Eine äußerst nährstoffreiche Milch, die die KP eines Pokémon um 100 Punkte auffüllt.",Leche de alto valor nutritivo que restaura 100 PS de un Pokémon.,영양 만점의 우유. 포켓몬 1마리의 HP를 100만큼 회복한다.,えいよう　まんてんの　ミルク。 ポケモン　１ひきの　ＨＰを １００だけ　かいふくする。
"A very bitter medicinal powder. When consumed, it restores up to 60 HP to an injured Pokémon.",Une poudre médicinale très amère. Restaure 60 PV d’un Pokémon.,Rimedio amarissimo in polvere. Restituisce 60 PS a un Pokémon.,"Ein bitteres medizinisches Pulver, das die KP eines Pokémon um 60 Punkte auffüllt.",Polvo medicinal muy amargo que restaura 60 PS de un Pokémon.,매우 쓴 가루약. 포켓몬 1마리의 HP를 60만큼 회복한다.,とても　にがい　こなぐすり。 ポケモン　１ひきの　ＨＰを ６０だけ　かいふくする。
"An extremely bitter medicinal root. When consumed, it restores up to 120 HP to an injured Pokémon.",Une racine très amère. Restaure 120 PV d’un Pokémon.,Radice amarissima. Restituisce 120 PS a un Pokémon.,"Eine bittere Wurzel, die die KP eines Pokémon um 120 Punkte auffüllt.",Raíz muy amarga que restaura 120 PS de un Pokémon.,매우 쓴 뿌리. 포켓몬 1마리의 HP를 120만큼 회복한다.,とても　にがい　ねっこ。 ポケモン　１ひきの　ＨＰを １２０だけ　かいふくする。
A very bitter medicinal powder. It can be used once to heal all the status conditions of a Pokémon.,Une poudre médicinale très amère. Soigne tous les problèmes de statut d’un Pokémon.,Rimedio amarissimo in polvere. Cura tutti i problemi di stato di un Pokémon.,"Ein bitteres medizinisches Pulver, das alle Statusprobleme eines Pokémon aufhebt.",Polvos medicinales muy amargos que curan todos los problemas de estado de un Pokémon.,매우 쓴 가루약. 포켓몬 1마리의 상태 이상을 모두 회복한다.,とても　にがい　こなぐすり。 ポケモン　１ひきの　じょうたいの いじょうを　すべて　かいふくする。
A terribly bitter medicinal herb. It revives a fainted Pokémon and fully restores its maximum HP.,Une herbe médicinale très amère. Ranime un Pokémon K.O. et restaure tous ses PV.,Erba medicinale amarissima. Rianima un Pokémon esausto e gli restituisce tutti i PS.,"Ein bitteres medizinisches Kraut, das kampfunfähige Pokémon belebt und die KP vollständig auffüllt.",Hierba muy amarga que reanima a un Pokémon debilitado y restaura todos sus PS.,매우 쓴 약초. 기절한 포켓몬 1마리의 HP를 모두 회복한다.,とても　にがい　やくそう。 ひんしの　ポケモン　１ひきの ＨＰを　すべて　かいふくする。
This medicine can restore 10 PP to a single selected move that has been learned by a Pokémon.,Restaure 10 PP d’une capacité sélectionnée.,Restituisce un massimo di 10 PP a una mossa a scelta tra quelle conosciute dal Pokémon.,Füllt die AP einer ausgewählten Attacke eines Pokémon um 10 Punkte auf.,Restaura 10 PP del movimiento elegido de un Pokémon.,포켓몬이 기억하고 있는 기술 중 1개의 PP를 10만큼 회복한다.,ポケモンが　おぼえている わざのうち　１つの　ＰＰを １０だけ　かいふくする。
This medicine can fully restore the PP of a single selected move that has been learned by a Pokémon.,Restaure tous les PP d’une capacité sélectionnée.,Restituisce tutti i PP a una mossa a scelta tra quelle conosciute dal Pokémon.,Füllt die AP einer ausgewählten Attacke eines Pokémon vollständig auf.,Restaura completamente los PP del movimiento elegido de un Pokémon.,포켓몬이 기억하고 있는 기술 중 1개의 PP를 모두 회복한다.,ポケモンが　おぼえている わざのうち　１つの　ＰＰを すべて　かいふくする。
This medicine can restore 10 PP to each of the moves that have been learned by a Pokémon.,Restaure 10 PP de toutes les capacités d’un Pokémon.,Restituisce 10 PP a ciascuna delle mosse conosciute dal Pokémon.,Füllt die AP aller Attacken eines Pokémon um 10 Punkte auf.,Restaura 10 PP de todos los movimientos aprendidos por el Pokémon elegido.,포켓몬이 기억하고 있는 4개 기술의 PP를 10씩 회복한다.,ポケモンが　おぼえている ４つの　わざの　ＰＰを １０ずつ　かいふくする。
This medicine can fully restore the PP of all of the moves that have been learned by a Pokémon.,Restaure tous les PP de toutes les capacités d’un Pokémon.,Restituisce tutti i PP a ogni mossa conosciuta dal Pokémon.,Füllt alle AP aller Attacken eines Pokémon vollständig auf.,Restaura completamente los PP de todos los movimientos aprendidos por el Pokémon elegido.,포켓몬이 기억하고 있는 4개 기술의 PP를 모두 회복한다.,ポケモンが　おぼえている ４つの　わざの　ＰＰを すべて　かいふくする。
Lavaridge Town’s local specialty. It can be used once to heal all the status conditions of a Pokémon.,La spécialité de la ville de Vermilava. Soigne tous les problèmes de statut d’un Pokémon.,Specialità tipica di Cuordilava. Cura tutti i problemi di stato di un Pokémon.,"Eine Spezialität aus Bad Lavastadt, die alle Statusprobleme eines Pokémon heilt.",Dulce típico de Pueblo Lavacalda que cura todos los problemas de estado de un Pokémon.,용암마을의 명물인 전병. 포켓몬 1마리의 상태 이상을 회복한다.,フエンめいぶつの　せんべい。 ポケモン　１ひきの　じょうたいの いじょうを　すべて　かいふくする。
"A 100 percent pure juice made of Berries. When consumed, it restores 20 HP to an injured Pokémon.",Une boisson 100 % pur Jus de Baie. Restaure 20 PV d’un Pokémon.,Bevanda di puro succo di bacche. Restituisce 20 PS a un Pokémon.,"Hundertprozentiger Fruchtsaft, aus Beeren gekeltert. Füllt die KP eines Pokémon um 20 Punkte auf.",Zumo de bayas 100% natural que restaura 20 PS de un Pokémon.,나무열매 100% 쥬스. 포켓몬 1마리의 HP를 20만큼 회복한다.,きのみ　１００％の　ジュース。 ポケモン　１ひきの　ＨＰを ２０だけ　かいふくする。
"This rare ash can revive all fainted Pokémon in a party. In doing so, it also fully restores their maximum HP.",Ranime tous les Pokémon K.O. et restaure tous leurs PV.,"Rimedio che rianima tutti i Pokémon esausti, restituendo loro anche tutti i PS.",Belebt und erfrischt alle besiegten Pokémon und füllt deren KP wieder vollständig auf.,Reanima completamente a todos los Pokémon debilitados y restaura todos sus PS.,기절해 버린 포켓몬 전원의 HP를 모두 회복한다.,ひんしに　なってしまった ポケモン　ぜんいんの　ＨＰを すべて　かいふくする。
"A nutritious drink for Pokémon. When consumed, it raises the base HP of a single Pokémon.",Une boisson très nutritive qui augmente les PV de base d’un Pokémon.,Bevanda nutriente per Pokémon. Aumenta i punti base dei PS.,"Ein gehaltvolles Getränk, das den KP-Basiswert eines Pokémon dauerhaft erhöht.",Nutritiva bebida que potencia los PS de base de un Pokémon.,포켓몬의 영양 드링크. 포켓몬 1마리의 HP 기초 포인트를 올린다.,ポケモンの　えいようドリンク。 ポケモン　１ひきの　ＨＰの きそポイントを　あげる。
"A nutritious drink for Pokémon. When consumed, it raises the base Attack stat of a single Pokémon.",Une boisson très nutritive qui augmente l’Attaque de base d’un Pokémon.,Bevanda nutriente per Pokémon. Aumenta i punti base dell’Attacco.,"Ein gehaltvolles Getränk, das den Angriffs-Basiswert eines Pokémon dauerhaft erhöht.",Nutritiva bebida que potencia el Ataque de base de un Pokémon.,포켓몬의 영양 드링크. 포켓몬 1마리의 공격 기초 포인트를 올린다.,ポケモンの　えいようドリンク。 ポケモン　１ひきの　こうげきの きそポイントを　あげる。
"A nutritious drink for Pokémon. When consumed, it raises the base Defense stat of a single Pokémon.",Une boisson très nutritive qui augmente la Défense de base d’un Pokémon.,Bevanda nutriente per Pokémon. Aumenta i punti base della Difesa.,"Ein gehaltvolles Getränk, das den Verteidigungs-Basiswert eines Pokémon dauerhaft erhöht.",Nutritiva bebida que potencia la Defensa de base de un Pokémon.,포켓몬의 영양 드링크. 포켓몬 1마리의 방어 기초 포인트를 올린다.,ポケモンの　えいようドリンク。 ポケモン　１ひきの　ぼうぎょの きそポイントを　あげる。
"A nutritious drink for Pokémon. When consumed, it raises the base Speed stat of a single Pokémon.",Une boisson très nutritive qui augmente la Vitesse de base d’un Pokémon.,Bevanda nutriente per Pokémon. Aumenta i punti base della Velocità.,"Ein gehaltvolles Getränk, das den Initiative-Basiswert eines Pokémon dauerhaft erhöht.",Nutritiva bebida que potencia la Velocidad de base de un Pokémon.,포켓몬의 영양 드링크. 포켓몬 1마리의 스피드 기초 포인트를 올린다.,ポケモンの　えいようドリンク。 ポケモン　１ひきの　すばやさの きそポイントを　あげる。
"A nutritious drink for Pokémon. When consumed, it raises the base Sp. Atk stat of a single Pokémon.",Une boisson très nutritive qui augmente l’Attaque Spéciale de base d’un Pokémon.,Bevanda nutriente per Pokémon. Aumenta i punti base dell’Attacco Speciale.,"Ein gehaltvolles Getränk, das den Spezial-Angriffs-Basiswert eines Pokémon dauerhaft erhöht.",Nutritiva bebida que potencia el Ataque Especial de base de un Pokémon.,포켓몬의 영양 드링크. 포켓몬 1마리의 특수공격 기초 포인트를 올린다.,ポケモンの　えいようドリンク。 ポケモン　１ひきの　とくこうの きそポイントを　あげる。
"A candy that is packed with energy. When consumed, it will instantly raise the level of a single Pokémon by one.",Un bonbon plein d’énergie. Il permet à un Pokémon de monter d’un niveau.,Caramella altamente energetica. Fa salire un Pokémon di un livello.,"Ein energiereiches Bonbon, das den Level eines Pokémon dauerhaft um 1 erhöht.",Caramelo energético que sube a un Pokémon de nivel.,에너지가 가득한 사탕. 먹이면 포켓몬 1마리의 레벨이 1만큼 올라간다.,エネルギーの　つまった　アメ。 あたえると　ポケモン　１ひきの レベルが　１だけ　あがる。
A medicine that can slightly raise the maximum PP of a single move that has been learned by the target Pokémon.,Augmente un peu les PP max d’une capacité sélectionnée.,Aumenta di poco i PP massimi di una mossa a scelta tra quelle conosciute dal Pokémon.,Erhöht die maximale Anzahl der AP einer Attacke eines Pokémon.,Aumenta ligeramente los PP máximos del movimiento elegido de un Pokémon.,포켓몬이 기억하고 있는 기술 중 1개의 PP 최대치를 조금 올린다.,ポケモンが　おぼえている わざのうち　１つの　ＰＰの さいだいちを　すこし　あげる。
"A nutritious drink for Pokémon. When consumed, it raises the base Sp. Def stat of a single Pokémon.",Une boisson très nutritive qui augmente la Défense Spéciale de base d’un Pokémon.,Bevanda nutriente per Pokémon. Aumenta i punti base della Difesa Speciale.,"Ein gehaltvolles Getränk, das den Spezial-Verteidigungs-Basiswert eines Pokémon dauerhaft erhöht.",Nutritiva bebida que aumenta la Defensa Especial de base de un Pokémon.,포켓몬의 영양 드링크. 포켓몬 1마리의 특수방어 기초 포인트를 올린다.,ポケモンの　えいようドリンク。 ポケモン　１ひきの　とくぼうの きそポイントを　あげる。
